Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn,sql_yn,sas_yn,d3js_yn,julia_yn,jupyter_yn,keras_yn,matlab_yn,matplotlib_yn,pytorch_yn,scikit_yn,tensor_yn,weka_yn,selenium_yn,hadoop_yn,tableau_yn,bi_yn,bigml_yn,rapidminer_yn,flink_yn,datarobot_yn,hana_yn,mongo_yn,trifacta_yn,minitab_yn,kafka_yn,microstrategy_yn,google_an_yn,spss_yn,job_simp,seniority_by_title,seniority_by_description,seniority,desc_len,desc_len_words
Data Scientist 1,Employer Provided Salary:$5K - $7K,"requisition id req27082  working title data scientist 1  position grade 14  position summary the center for healthcare equity in kidney disease (chek-d) data scientist will analyze multiple health services research data sets and provide biostatistical support to projects currently conducted under the center. this position will be responsible for generating summary reports utilizing statistical computer software programs and tables of results for manuscripts, presentations, and research proposals. the data scientist will work closely with the director and research team in routine meetings to contribute to the development and success of current and future research proposals.",3.8,"University of New Mexico
3.8","Albuquerque, NM",10000+ Employees,1889,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,1,5.0,7.0,6.0,University of New Mexico,NM,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,681,98
Machine Learning Data Scientist,Employer Provided Salary:$180K - $250K,"machinify is a revolutionary healthcare software company with a mission to ensure that patients get the right medical treatment, at the right time, at the right price. our cloud-based machinify ai platform leverages the latest advances in machine learning, large language models, data analytics, and cloud processing to solve previously intractable problems, transforming healthcare administration and payment operations. our team has deployed models that check for anomalies in medical claims, predict the trajectory of care of a particular patient and the next likely treatment and even “read and understand” medical record documents using state-of-the-art nlp and computer vision techniques to assist clinicians. there are many more such problems to be solved. so if you are looking for a place where you can apply your expertise in ai/ml to solve real problems and make a difference in an industry that impacts millions of lives while accelerating your career, you’ll love machinify. we are seeking a sr machine learning scientist to join our team.",3.7,"Machinify
3.7",California,51 to 200 Employees,2016,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,0,1,180.0,250.0,215.0,Machinify,California,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1052,162
Data Scientist,$82K - $109K (Glassdoor est.),"who we are: brady makes products that make the world a safer and more productive place. we are a global leader in safety, identification and compliance solutions for a diverse range of workplaces. from the depths of the ocean to outer space, from the factory floor to the delivery room - we're just about everywhere you look. companies around the world trust brady because of our deep expertise and knowledge across a wide range of industries and applications - powered by our world-class manufacturing capabilities.  we have a diverse customer base in industries including electronics, telecommunications, manufacturing, electrical, construction, healthcare, aerospace and more. as of july 31, 2022, brady employed approximately 5,700 people worldwide. our fiscal 2022 sales were approximately $1.30 billion. brady stock trades on the new york stock exchange under the symbol brc. you can learn more about us at www.bradycorp.com.",3.6,"BRADY WORLDWIDE INC
3.6","Milwaukee, WI",5001 to 10000 Employees,1914,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD),0,0,82.0,109.0,95.5,BRADY WORLDWIDE INC,WI,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,931,144
Junior Data Scientist,Employer Provided Salary:$95K - $115K,"what we want friendfinder networks is looking for a junior data scientist with the primary responsibility to query and analyze large disparate datasets looking for relationships and trends typically related to increasing revenue, improving membership conversions, fraud detection and prevention, and providing actionable insights for solutions to business problems. you will communicate your findings and make presentations to senior management on a regular basis. your contributions will ensure friendfinder networks will continue to provide our customers the best possible user experience for everyone who visits our web sites 24 hours a day, every day of the year, all over the world. what you will do",2.9,"FriendFinder Networks
2.9",California,201 to 500 Employees,1996,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),0,1,95.0,115.0,105.0,FriendFinder Networks,California,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,jr,na,jr,704,105
"Data Scientist (L5), Member Product",$126K - $195K (Glassdoor est.),"los gatos, california data science and engineering at netflix, we seek to entertain the world. we have more than 200 million members in 190 countries, reflecting that great stories can come from anywhere and be loved everywhere. within product, we have a very high velocity in innovations in the member experience. we never stop challenging ourselves and are constantly thinking about connecting with our members in new ways or even in new domains!  member product dse is at the forefront of these innovations with a mission to relentlessly improve netflix member experience within our streaming and new verticals services across tv, mobile & web by surfacing insights. the team collaborates extensively with product and engineering teams to identify, incubate and enable product innovations leveraging robust measurement techniques (analytics, experimentation, modeling) and scalable tooling.",4.2,"Netflix
4.2","Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),0,0,126.0,195.0,160.5,Netflix,CA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,893,134
Revenue Data Scientist - Industry Solutions,Employer Provided Salary:$130K - $155K,"about the role houzz is looking for a world-class revenue data scientist to join our industry solutions data science team. this team is focused on uncovering critical insights and delivering models to leverage those findings thus powering intelligent business decisions. as a revenue data scientist here at houzz you are on the front line of uncovering insights to directly impact houzz revenue.  what you’ll do collaborate with leadership, sales, finance, product, engineering, operations and marketing teams to identify, and optimize revenue enhancing opportunities. design, develop & deploy necessary kpis to measure, track and report on revenue and its drivers.",3.7,"Houzz
3.7",Remote,1001 to 5000 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,130.0,155.0,142.5,Houzz,Remote,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,665,100
Data Scientist/Salesforce Administrator,Employer Provided Salary:$80K - $100K,"this director level position will design methods for capture and analysis of all company data and oversee the launch and implementation of salesforce systems and products across all branches of the company. the data scientist will manage the day to day usage of all data platforms including but not limited to salesforce roles, profiles, sharing rules, workflows, and groups. they will be responsible for individual and group training of all employees, as well as ongoing support for implementation. duties & responsibilities: - ensures the successful launch and implementation of the salesforce system across all branches of the company by overseeing and executing the implementation process of the salesforce redesign roadmap proposal from our consultant.",-1.0,L.E.A.D Inc.- Law Enforcement Against Drugs,"Allentown, NJ",na,-1,Other Organization,-1,-1,Unknown / Non-Applicable,0,1,80.0,100.0,90.0,L.E.A.D Inc.- Law Enforcement Against Drug,NJ,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,757,114
Senior Data Scientist,$118K - $161K (Glassdoor est.),"as the senior data scientist , you will help shape the architecture, data engineering, and insights for a new company, the wk kellogg company .this role will help us define and execute our data strategy and standards for wk kellogg company by building and maintaining data integrations from and to source systems and building data processing solutions that enable self-service reporting and advanced analytics. location preference is chicago, il metropolitan area or battle creek, mi.  kellogg is progressing toward unleashing our full potential by the end of 2023. after this portfolio transformation journey is complete, this role will support wk kellogg co., a leading food company in the u.s., canada, and caribbean with a portfolio of iconic, world-class brands. learn more about our bold next steps at unleashingourpotential.com",3.9,"Kellogg Company
3.9","Battle Creek, MI",10000+ Employees,1906,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,118.0,161.0,139.5,Kellogg Company,MI,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,834,129
Data Scientist,$94K - $132K (Glassdoor est.),"position overview: here at shyftlabs, we are searching for an experienced data scientist who can derive performance improvement and cost efficiency in our product through a deep understanding of the ml and infra system, and provide a data driven insight and scientific solution.  shyftlabs is a growing data product company that was founded in early 2020, and works primarily with fortune 500 companies. we deliver digital solutions built to help accelerate the growth of businesses in various industries, by focusing on creating value through innovation.  job responsibilities: data analysis and research: analyzing a large dataset with queries and scripts, extracting valuable signals out of noise, and producing actionable insights into how we could complete and improve a complex ml and bidding system.",4.0,"ShyftLabs
3.8","Denver, CO",51 to 200 Employees,2020,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,0,0,94.0,132.0,113.0,ShyftLabs,CO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,806,124
Data Scientist,Employer Provided Salary:$45.00 - $55.00 Per Hour,"data scientist (mid level) location: englewood, co (on-site day one. no remote opportunities are available for this role. please only apply if you are within the area or willing to relocate). about the role: our client is looking for a skilled and experienced senior data scientist who excels in applying machine learning, deep learning and statistical modeling to solve data science problems. the ideal candidate will have the ability to translate complex business problems into data science problems and architect data science-based solutions. as a senior data scientist, you will play a crucial role in leading and mentoring junior data scientists, while collaborating with cross-functional teams to drive data-driven decision-making and solve challenging business problems.",5.0,"APPIC Solutions LLC
5.0","Foster City, CA",1 to 50 Employees,2017,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),1,1,86.0,105.0,95.5,APPIC Solutions LLC,CA,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,777,115
Data Scientist,Employer Provided Salary:$150K - $200K,"why we exist every morning, 11,000 americans wake up and begin their first day of retirement. while retirement should be an exciting, empowering, and fulfilling part of one's life, the reality today is that retirement brings along with it a fundamentally new set of challenges that make it an overwhelming time for many.  at chapter, we believe that the current infrastructure for retirement is broken, and we're on a mission to fix it. we've started by building industry leading technology to solve the first major obstacle in retirement: navigating medicare (healthcare coverage for retirees over 65). our products help seniors sign up, choose an insurance plan, and leverage their plan after they are enrolled. and, unlike most medicare advisors who only search plans that pay them, chapter searches every medicare option nationwide. this allows us to find savings and benefits that others miss.  but our ambition doesn't stop with medicare — we seek to transform the way that americans navigate and experience retirement. if this sounds exciting to you, we'd love to speak with you.",4.8,"Chapter
4.8","New York, NY",51 to 200 Employees,2020,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,150.0,200.0,175.0,Chapter,NY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1086,177
Data Scientist Specialist,Employer Provided Salary:$82K - $143K,"in a world of possibilities, pursue one with endless opportunities. imagine next! when it comes to what you want in your career, if you can imagine it, you can do it at parsons. imagine a career working with intelligent, diverse people sharing a common quest. imagine a workplace where you can be yourself. where you can thrive. where you can find your next, right now. we’ve got what you’re looking for. job description: parsons is seeking a data scientist specialist with expertise in infectious diseases to join our team in developing and enhancing a cutting-edge biosurveillance platform. the successful candidate will have a strong background in data science, experience in agile development methodologies, and expertise in nowcasting models and forecasting techniques. as a data scientist specialist, you will play a critical role in the development of new features, improvement of nowcasting models, and designing advanced forecasting techniques, ultimately contributing to the advancement of our biosurveillance platform.   not applicable/none this position is part of our federal solutions team. our federal solutions segment delivers resources to our us government customers that ensure the success of missions around the globe. our diverse, intelligent employees drive the state of the art as they provide services and solutions in the areas of defense, security, intelligence, infrastructure, and environmental. we promote a culture of excellence and close-knit teams that take pride in delivering, protecting, and sustaining our nation's most critical assets, from earth to cyberspace. throughout the company, our people are anticipating what’s next to deliver the solutions our customers need now. $81,500.00 - $142,600.00 we value our employees and want our employees to take care of their overall wellbeing, which is why we offer best-in-class benefits such as medical, dental, vision, paid time off, employee stock ownership plan (esop), 401(k), life insurance, flexible work schedules, and holidays to fit your busy lifestyle! parsons is an equal opportunity employer committed to diversity, equity, inclusion, and accessibility in the workplace. diversity is ingrained in who we are, how we do business, and is one of our company’s core values. parsons equally employs representation at all job levels for minority, female, disabled, protected veteran and lgbtq+. we truly invest and care about our employee’s wellbeing and provide endless growth opportunities as the sky is the limit, so aim for the stars! imagine next and join the parsons quest—apply today!",3.9,"Parsons
3.9",Remote,10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,1,82.0,143.0,112.5,Parsons,Remote,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,2579,393
Junior Data Scientist,$82K - $114K (Glassdoor est.),"working hours : full time(w2) experience : 1+years locations : livonia , michigan  soothsayer is seeking data scientist who has an interest in solving challenging ml/ ai problems. the data science team works on a variety of exciting analytics (ml, ai) projects. responsibilities solve cutting edge, challenging problems working alongside a great team of world class data scientists and analytics experts",2.9,"Soothsayer Analytics
2.9","Livonia, MI",na,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,82.0,114.0,98.0,Soothsayer Analytics,MI,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,jr,na,jr,403,62
Junior Data Scientist,Employer Provided Salary:$90K - $140K,"the junior data scientist will be responsible for supporting the development of the next generation of ai solutions at hawkeye 360. they will focus on areas of analytics exploration which will separate hawkeye 360 from the field of competitors. they will harness the power of ai,machine learning and hawkeye 360's unique rf data to improve maritime domain situational awareness, further boosting hawkeye 360's dominance in this market.  the right candidate must be a creative problem solver who can look beyond the data to see underlying trends and patterns. they will need to leverage their knowledge of statistics, machine learning, and ai to create effective solutions to tackle real-world problems. the candidate will also need to leverage multiple data modalities to create solutions, so a good understanding of combining different data sources is key. additionally, they will collaborate with engineering to transition r&d analytical solutions to production level code, integrating these solutions into existing pipelines.  as the junior data scientist, your main responsibilities will be:     $90,000 - $140,000 annually  hawkeye 360 offers a compensation package that includes a competitive base salary plus annual performance bonus, stock options, and benefits. we consider many factors when determining salary offers, such as candidate's work experience, education, training & skills, as well as market and business considerations. we are also open to considering candidates with experience and qualifications at a different level than required in a job posting, which may affect the compensation package offered.   hawkeye 360 is delivering a revolutionary source of global knowledge based on radio frequency (rf) geospatial analytics to those working to make the world a safer place. the company operates a commercial satellite constellation that detects, geolocates, and identifies a broad range of signals & behaviors. we employ cutting edge ai techniques to equip our global customers with high-impact insights needed to make decisions with confidence. hawkeye 360 is headquartered in herndon, virginia.  hawkeye 360 is committed to hiring and retaining a diverse workforce. we are proud to be an equal opportunity employer, making decisions without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, marital status, national origin, age, veteran status, disability, or any other protected class.  hawkeye 360 does not accept unsolicited agency resumes. please do not forward resumes to our jobs alias, hawkeye 360 employees or any other organization location. hawkeye 360 is not responsible for any fees related to unsolicited resumes.",3.4,"HawkEye360
3.4","Herndon, VA",51 to 200 Employees,2015,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),0,1,90.0,140.0,115.0,HawkEye360,VA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,jr,na,jr,2694,409
Data Specialist,Employer Provided Salary:$30K - $35K,"note: while this is a fully remote position, we can only consider those whose legal residence is in texas, colorado, missouri, virginia, maryland, and illinois.  all correspondence related to this position will come from a juristat hiring manager or authorized recruiter. protect yourself against scammers who imitate company job listings. read more about how to protect yourself against these scams here. this is an entry-level position with a salary range of $30-$35k/year, plus overtime (not required). there is room for potential growth into leadership, training/development, technical, or revenue positions. we at juristat pride ourselves on our positive work culture and dei initiatives. see our career page and our dei page for more. we offer a fully remote work environment, flexible work times, unlimited pto, multiple health insurance plan choices, a 401k, and company-funded equipment.",4.1,Juristat,Remote,1 to 50 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,1,30.0,35.0,32.5,Juri,Remote,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,896,135
"2024 Co-Op, Data Science and Artificial Intelligence",$116K - $169K (Glassdoor est.),"the role the data science and artificial intelligence (dsai) co-op program is a 6-month experience designed for students studying towards a bachelor’s, master’s, or phd degree in applying machine learning methods to problems in clinical trial recruitment and regulatory affairs,. as part of our mission to “build the digital biotech company” we see a central role for dsai in accelerating the science and engineering at the heart of our innovative culture. during this co-op you will learn about the biotechnology industry, work under the supervision of an experienced data scientist, and apply your academic knowledge and personal experience to projects focused on aligning business objectives to people's priorities. you will be accountable for delivering clean code and deploying models on our internal computational infrastructure. we are looking for someone who is detail-oriented, deeply curious, exhibits an excellent work ethic, and is eager to expand their existing machine learning skillsets with cutting-edge methods while applying them to impactful scientific questions.  our program starts on jan 16, 2024, and ends on jun 14, 2024. all applicants must be available to work full-time during this time range and must be willing to relocate to cambridge, ma for the duration of the co-op.  if you are bold, relentless, collaborative and obsess over learning, this co-op opportunity at moderna will help augment your experience and accelerate your career. if you are interested in any one of the following fields, here is a list of potential projects you might be working on during this 6-month period :  clinical trial recruitment - leveraging historical search data and patient referrals proximity to a site to identify the likelihood of a patient to enroll in a clinical trail  regulatory affairs – leveraging state of the art language models such as llama2, gpt4 etc to perform document understanding, document retrieval and developing a chatbot that learns from user feedback to respons to user queries on the knowledge base of regulatory documents  here’s what you’ll need ( basic qualifications)  current b.s., m.s., or ph.d. students in computer science, applied math, engineering or other related quantitative stem disciplines.  solid understanding of probabilistic models and applied statistics.  fluency in python, especially the scientific python stack (jupyter/pandas/scikit-learn/pytorch).  work experience in unix/linux environment.  prior experience with deep learning or machine learning projects.  excellent communication skills (verbal, written, and virtual/remote).  willing and able to relocate to cambridge, ma for the co-op.  indefinite right to work in the united states without the need for sponsorship now or in the future.  here’s what you’ll bring to the table (preferred qualifications)  familiarity with both the theory and practice of natural language processing/understanding (spacy/nltk/transformers/word embeddings/etc.).  experience in probability modeling of a real-world system involving the inherent uncertainty  familiarity with large language models and its applications  experience in finetuning large language models on custom infrastructure  experience in identifying, procuring, and integrating external data sources.  familiarity with software development processes and git version control.  deliver documented and unit-tested code, visualizations, in-depth user-facing documentation, and stakeholder-facing written and oral presentations on the chosen project.  a desire to make an impact as part of a high-growth, transformational company that is bold, relentless, curious, and collaborative.  moderna is pleased to provide you with an innovative suite of benefits, including: free premium access to meditation and mindfulness classes free parking or subsidized commuter passes   location-specific perks and extras!  about moderna since our founding in 2010, we have aspired to build the leading mrna technology platform, the infrastructure to reimagine how medicines are created and delivered, and a world-class team. we believe in giving our people a platform to change medicine and an opportunity to change the world.  by living our mission, values, and mindsets every day, our people are the driving force behind our scientific progress and our culture. together, we are creating a culture of belonging and building an organization that cares deeply for our patients, our employees, the environment, and our communities.  we are proud to have been recognized as a science magazine top biopharma employer, a fast company best workplace for innovators, and a great place to work in the u.s.  if you want to make a difference and join a team that is changing the future of medicine, we invite you to visit modernatx.com/careers to learn more about our current opportunities.  moderna is a smoke-free, alcohol-free and drug-free work environment.  moderna is a place where everyone can grow. if you meet the basic qualifications for the role and you would be excited to contribute to our mission every day, please apply!  moderna is proud to be an equal opportunity workplace and is an affirmative action employer.  moderna is committed to equal employment opportunity and non-discrimination for all employees and qualified applicants without regard to a person's race, color, sex, gender identity or expression, age, religion, national origin, ancestry or citizenship, ethnicity, disability, military or protected veteran status, genetic information, sexual orientation, marital or familial status, or any other personal characteristic protected under applicable law. moderna is an e-verify employer in the united states. we also consider qualified applicants regardless of criminal histories, consistent with legal requirements.  belonging, inclusion, and diversity are critical to the success of our company and our impact on society. we’re focused on attracting, retaining, developing, and advancing our employees and believe that by cultivating diverse experiences, backgrounds, and ideas, we can provide an environment where every employee is able to contribute their best.  moderna is committed to offering reasonable accommodations to qualified job applicants with disabilities. any applicant requiring an accommodation in connection with the hiring process and/or to perform the essential functions of the position for which the applicant has applied should make a request to the talent acquisition partner or contact the accommodations team at leavesandaccommodations@modernatx.com . (eeo/aap employer) #li-hs1 -",3.7,"Moderna
3.7","Cambridge, MA",1001 to 5000 Employees,2011,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,116.0,169.0,142.5,Moderna,MA,12,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,6579,989
Associate Data Scientist,Employer Provided Salary:$65K - $131K,"work mode: onsite responsibilities: about tencent tencent is a world-leading internet and technology company that develops innovative products and services to improve the quality of life of people around the world. founded in 1998 with its headquarters in shenzhen china, our guiding principle is to use technology for good. we are not only a major video game publisher in the world, we also produce other high-quality digital content, enriching interactive entertainment experiences for people around the globe. we offer a range of services such as cloud computing, advertising, fintech, and other enterprise services to support our clients' digital transformation and business growth. about ieg       california the base pay range for this position in the state(s) above is $65,450 to $130,900 per year. actual pay is based on market location and may vary depending on job-related knowledge, skills, and experience. a sign on payment, relocation package, and restricted stock units may be provided as part of the compensation package, as well as other medical, financial, and/or other benefits, dependent on the specific position offered.",4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,Tencent,CA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1140,179
Junior Data Scientist,$70K - $104K (Glassdoor est.),"requisition id 11663 overview: the national security sciences directorate at oak ridge national laboratory leads scientific and technological breakthroughs to confront some of the nation’s most difficult security challenges. we develop interdisciplinary applications needed for the security of our nation today and target our vision on how these challenges may manifest themselves in a decade or more. our research and development focuses on cybersecurity and cyber physical resiliency, data analytics, geospatial science and technology, nuclear nonproliferation, and high-performance computing for sensitive national security missions. we also enhance ornl contributions to national security challenges by working closely with leading researchers at the lab in areas such as nuclear and chemical sciences and engineering, applied materials, advanced manufacturing, biosecurity, transportation, and computing. we are currently seeking a qualified data scientist with substantial experience in spatiotemporal data analytics to join our geoai group within the geographic data science section of geospatial science and human security division. we are interested in candidates experienced in solving spatial and spatiotemporal challenges with demonstrated skill sets in managing, analyzing, visualizing, and publishing on r&d results. examples of the data you will work with include but are not limited to georeferenced times series derived from longitudinal survey data (economics, census, sociocultural, etc.), network data (e.g., international trade, social media, transportation), remote sensing (earth observation systems, optical, multispectral, sar, lidar, etc.), climate (earth observation, ground sensors, etc.). analytics include st data mining, change detection, trend clustering, graph networks, visualization, machine learning, and nowcasting. in this role, you will work with a team to develop theoretical and applied expertise to solve at scale problems across a range of application domains including climate change security, socio-economic security, transportation, population dynamics, built environment, and quality control at scale. the position requires strong skills in computer science, data science, machine learning, with experience in conceptualizing and developing prototype code and workflows.",3.9,"Oak Ridge National Laboratory
3.9","Oak Ridge, TN",5001 to 10000 Employees,1943,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,0,70.0,104.0,87.0,Oak Ridge National Laboratory,TN,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,jr,na,jr,2317,308
Data Scientist,Employer Provided Salary:$105K - $140K,"conversica is the leading provider of conversation automation solutions, with billions of human interactions spanning more than a decade. our revenue digital assistants (rdas) supercharge workforces for growth. they enable marketing, sales, and customer success teams to acquire untapped revenue through perfectly structured conversations. unlike chatbots, they are powerfully human and can hold meaningful conversations at every touchpoint. conversica rdas are used by leaders nationwide to get the conversation going and build a growth workforce.  winning multiple awards including inc. 5000 fastest growing companies and recognized by gartner as a cool vendor, conversica is a portfolio company of providence equity, kennet partners and toba capital and is headquartered in san mateo, california in silicon valley with additional us offices in seattle and bellingham, washington.",2.8,"Conversica
2.7","Seattle, WA",201 to 500 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),0,1,105.0,140.0,122.5,Conversica,WA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,882,125
Data Analytics Manager,$70K - $106K (Glassdoor est.),"webstaurantstore, the world’s largest online restaurant supply company, is looking for an experienced data analyst manager to lead our operations support services data team. in this role, you will guide a team of skilled data analysts in leveraging data insights, predictive analytics and stakeholder input to enhance our network's use of data for warehouse operations. you will collaborate with warehouses and departments across the organization to gather, analyze, and interpret data, enabling informed decision-making. the ideal candidate has a strong background in data analysis, project management, team leadership and a deep understanding of distribution center dynamics. responsibilities: team leadership: manage and mentor data analysts, fostering collaboration, learning, innovation and excellence within the team.",3.9,"WebstaurantStore
3.9","Lititz, PA",1001 to 5000 Employees,2004,Company - Private,Other Retail Stores,Retail & Wholesale,$500 million to $1 billion (USD),0,0,70.0,106.0,88.0,WebstaurantStore,PA,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,manager,na,na,na,823,113
Data Scientist,Employer Provided Salary:$59K - $93K,data scientist apply data scientist agency: department of transportation posted on: 08/21/2023 job type: full-time location,3.6,"NYC Careers
3.6",Manhattan,na,1625,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,0,1,59.0,93.0,76.0,NYC Careers,Manhattan,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,123,16
Data Scientist,Employer Provided Salary:$50.00 - $65.00 Per Hour,"data scientist – contractor kaizen analytix llc is an analytics services company seeking a qualified data science contractor. responsibilities and job requirements are below. this role requires an estimated 40 hours/week commitment for 4 months. responsibilities: work with a client team on performing and implementing high quality, sophisticated analysis in support of client engagements apply multi-variable, complex statistical analysis on large data sets to gain useful insights into the data, detect trends and outliers/invalid data conditions present in the data sets develop custom scalable and sustainable integrated mathematical models by leveraging python skills",3.4,"Kaizen Analytix
3.4",Remote,1 to 50 Employees,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,1,1,96.0,124.0,110.0,Kaizen Analytix,Remote,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,672,93
Data Scientist - Generative AI,$76K - $115K (Glassdoor est.),"** locations include spring, texas (preferred location), and us remote. ** typically need at least master's degree and minimum 0-2 years full-time relevant work experience. the team we are a growing centralized team helping hp take advantage of new ai/ml technology, especially around generative ai and large language models. we engage with business units to advise and prototype solutions, and we develop and run software applications for internal use. the role as a data scientist with a focus on generative ai you will work on multiple engagements across hp involving large language models and other new generative ai capabilities. beyond our team, you will work with business stakeholders and developers from other business units. your primary focus and mindset is to help deliver business solutions to our (mostly internal) customers. you are expected to stay up to date on important new gen ai papers and releases, but note that this is not an ai research role.",4.2,"HP
4.2","Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,76.0,115.0,95.5,HP,TX,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,967,156
